Breed	Variety	Country of Origin	FCI Number	Synonyms	Source of Recognition Status	Breed Group (FCI)	FCI Recognition Status
Dachshund	Standard	Germany	148		https://www.fci.be/en/nomenclature/DACHSHUND-148.html	Dachshunds	Definitive
Dachshund	Miniature	Germany	148		https://www.fci.be/en/nomenclature/DACHSHUND-148.html	Dachshunds	Definitive
Dachshund	Rabbit Dachshund	Germany	148		https://www.fci.be/en/nomenclature/DACHSHUND-148.html	Dachshunds	Definitive
